tweet	subtask_b
 they cite jones being banned for violating twitters tos there are blue checkmarks spewing the same if not worse kind of shit if you are going to play the anyone can get banned card shouldnt these people also receive bans and suspensions verifiedhate	TIN
 thanks vince you fucker no need to hold out and chance that clients miss it	TIN
another fucking pittsburgh nazi philly antifa is naming names and its glorious url	TIN
 liberals that think the world owes them a living	TIN
 and this from the clown that should be in prison	TIN
 so why even make the specification when i tell you gun control did nothing to stop your homicide rate	TIN
 yes you are stalking thats what a weirdo would do if my tweets over video games hurt your feelings then go ahead and block me lol	TIN
 i believe that melania trump is an abused woman maybe not physically but definitely mentally by an abuser husband and she is afraid to speak out against her abuser	TIN
 maybe she should drop the angry b routine and try something funny everyone can enjoylike non political jokes dont think she is capable of doing that	TIN
 all that shit was hers url	TIN
 she is ur screwed trump owns scotus and he will exact a wrath upon enemies after the midterms	TIN
 hahahaha omg these people they thought they would have their way forever idiots	TIN
 amazing how they can consistently manage to piss off both progressives and conservatives by being so arrogantly misguidedoften in same segments	TIN
 picked up some fire og today its really good but its ugly as fuck i almost passed on it but he smoked a j with me and its fuckin fire wish we could share a bowl my brother 	TIN
 as usual a seemingly and supposed smart feminist thinks she has made sense yen yen yen yen yen yen alone you just told me rn you are also dealing with another person have you considered maybe you are the toxic one	TIN
 he wont hes too grotesquely fat and looks like he never takes a bath he could go any time	TIN
 be quiet shedevil url	TIN
 how you cant just say wrong with no evidence for why it is you said you agree with sargon im pretty much every subject but gun control and healthcare thats not what a centrist believes	TIN
 look at sweden france uk europe is changing europe will be a muslim continent by  please watch the youtube video title muslim demographics   you will be scared to death unless you are a muslim or love islam mind u im an african in america	TIN
 holy shit how brainwashed can ya be	TIN
 i still want him to fuck my pussy with a rake url	TIN
 pls take a look at signing gordon he is the deep threat with goodwin hurt we need and only  come play with grop	TIN
 sensible gun control can only help mentally unstable people should not have guns people with restraining orders should not have guns no one needs a gun with a magazine more than  rounds unless the zombie apocalypse happens	TIN
 i mean it worked for gun control right url	TIN
 birch me too da fuck	TIN
 he is trash himself to do that	TIN
 krazee right wingers have the nerve to bitch about antifa	TIN
 medically treat the addict and the mentally ill gun shooter for the medical cause st then no need for a wall or further gun control	TIN
 he is a lying stack of shit too	TIN
 do you have evidence that trump didnt collude with russia duuuueerrrrhhh he said somaga url	TIN
liberals had some sort of mutual masturbation awards show this is me still not caring url	TIN
 listened they dont give a shit about what the fans think all theyre doing is counting their fox money	TIN
 the reason liberals should be deported they are just to sick and twisted to fix	TIN
 if hed just said give me a lawyer asshole theyd have given him dershowitz	TIN
 her word against his amp one more she is a left wing nut nobody would touch amp is mad cause kavenaughs mom had to evict her parents	TIN
 theres an entire faction dedicated to the idea that school shootings are all faked to try to get gun control laws passed	TIN
